"","X1","YEAR","Topic","Subtopic","ShortQuestionText","Greater_Risk_Question","Description","Greater_Risk_Data_Value","Greater_Risk_Low_Confidence_Limit","Greater_Risk_High_Confidence_Limit","Lesser_Risk_Question","Lesser_Risk_Data_Value","Lesser_Risk_Low_Confidence_Limit","Lesser_Risk_High_Confidence_Limit","Sample_Size","Sex","Race","Grade","Latitude","Longitude","LocationId","State"
"357",40942,2005,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",14.7,11.17,19.04,"Did not currently smoke cigarettes",85.3,80.96,88.83,1032,"Male","Total","Total","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"358",41512,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",25.3,18.83,33.18,"Did not currently smoke cigarettes",74.7,66.82,81.17,384,"Total","Total","12th","39.008830667000495"," -75.57774116799965","10","Delaware"
"359",41610,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",1.2,0.27,4.88,"Did not currently smoke cigarettes",98.8,95.12,99.73,160,"Female","Asian","9th","42.82700103200045"," -75.54397042699964","36","New York"
"360",42069,2013,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",21.7,16.59,27.9,"Did not currently smoke cigarettes",78.3,72.1,83.41,272,"Total","White","11th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"361",42215,2005,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",15.8,12.24,20.24,"Did not currently smoke cigarettes",84.2,79.76,87.76,589,"Total","Total","11th","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"362",42233,2005,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",34.6,24.05,46.91,"Did not currently smoke cigarettes",65.4,53.09,75.95,147,"Female","White","10th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"363",42255,2013,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",13.7,11.21,16.69,"Did not currently smoke cigarettes",86.3,83.31,88.79,1346,"Male","Total","Total","44.39319117400049"," -89.81637074199966","55","Wisconsin"
"364",42372,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",16.3,13.62,19.34,"Did not currently smoke cigarettes",83.7,80.66,86.38,942,"Female","White","10th","43.62538123900049"," -72.51764079099962","50","Vermont"
"365",42915,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",37.6,26.04,50.72,"Did not currently smoke cigarettes",62.4,49.28,73.96,116,"Male","White","11th","35.68094058000048"," -85.77449091399967","47","Tennessee"
"366",43021,2011,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",19,14.06,25.21,"Did not currently smoke cigarettes",81,74.79,85.94,161,"Female","White","11th","34.52088095200048"," -106.24058098499967","35","New Mexico"
"367",43032,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",12.8,7.32,21.58,"Did not currently smoke cigarettes",87.2,78.42,92.68,122,"Female","Hispanic or Latino","11th","31.827240407000488"," -99.42677020599967","48","Texas"
"368",43150,2013,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",5.8,3.34,9.85,"Did not currently smoke cigarettes",94.2,90.15,96.66,288,"Female","White","Total","64.84507995700051"," -147.72205903599973","02","Alaska"
"369",43285,2013,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",9.5,6.72,13.37,"Did not currently smoke cigarettes",90.5,86.63,93.28,436,"Male","Total","9th","31.827240407000488"," -99.42677020599967","48","Texas"
"370",43405,2011,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",15.5,13.43,17.9,"Did not currently smoke cigarettes",84.5,82.1,86.57,1709,"Total","Hispanic or Latino","Total","28.932040377000476"," -81.92896053899966","12","Florida"
"371",43633,2011,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",5.3,2.23,12.16,"Did not currently smoke cigarettes",94.7,87.84,97.77,103,"Female","Hispanic or Latino","Total","39.360700171000474"," -111.58713063499971","49","Utah"
"372",43849,2003,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",26.4,20.62,33.22,"Did not currently smoke cigarettes",73.6,66.78,79.38,225,"Male","Total","10th","38.635790776000476"," -92.56630005299968","29","Missouri"
"373",44068,2013,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",11.4,7.78,16.49,"Did not currently smoke cigarettes",88.6,83.51,92.22,326,"Female","Hispanic or Latino","9th","34.52088095200048"," -106.24058098499967","35","New Mexico"
"374",44801,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",7.5,4.7,11.87,"Did not currently smoke cigarettes",92.5,88.13,95.3,320,"Female","Black or African American","Total","40.48501028300046"," -88.99771017799969","17","Illinois"
"375",45518,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",4.8,3.9,5.92,"Did not currently smoke cigarettes",95.2,94.08,96.1,3276,"Total","Total","Total","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"376",46094,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",19,12.54,27.61,"Did not currently smoke cigarettes",81,72.39,87.46,150,"Male","White","11th","41.6410409880005"," -99.36572062299967","31","Nebraska"
"377",46161,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",22.1,20.22,24.18,"Did not currently smoke cigarettes",77.9,75.82,79.78,2705,"Total","Total","Total","43.23554134300048"," -108.10983035299967","56","Wyoming"
"378",46384,1999,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",33.3,29.65,37.23,"Did not currently smoke cigarettes",66.7,62.77,70.35,1339,"Female","Total","Total","44.6613195430005"," -84.71439026999968","26","Michigan"
"379",46554,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",3.9,1.02,13.8,"Did not currently smoke cigarettes",96.1,86.2,98.98,102,"Male","Black or African American","Total","40.79373015200048"," -77.86070029399963","42","Pennsylvania"
"380",46645,1997,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",48.6,42.59,54.7,"Did not currently smoke cigarettes",51.4,45.3,57.41,271,"Total","White","12th","41.56266102000046"," -72.64984095199964","09","Connecticut"
"381",47232,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",16.1,8.56,28.25,"Did not currently smoke cigarettes",83.9,71.75,91.44,100,"Total","Multiple Race","Total","39.29058096400047"," -76.60926011099963","24","Maryland"
"382",47627,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",23.5,18.33,29.6,"Did not currently smoke cigarettes",76.5,70.4,81.67,332,"Male","White","10th","44.6613195430005"," -84.71439026999968","26","Michigan"
"383",48801,1991,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",26.8,20.53,34.15,"Did not currently smoke cigarettes",73.2,65.85,79.47,149,"Total","White","12th","34.52088095200048"," -106.24058098499967","35","New Mexico"
"384",64,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",10.7,7.99,14.2,"Did not seriously consider attempting suicide",89.3,85.8,92.01,1103,"Male","Total","Total","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"385",260,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",14.8,9.93,21.61,"Did not seriously consider attempting suicide",85.2,78.39,90.07,191,"Male","Hispanic or Latino","Total","43.23554134300048"," -108.10983035299967","56","Wyoming"
"386",493,2007,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",16.3,11.9,21.9,"Did not seriously consider attempting suicide",83.7,78.1,88.1,606,"Total","White","11th","44.6613195430005"," -84.71439026999968","26","Michigan"
"387",636,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",16.4,13.24,20.11,"Did not seriously consider attempting suicide",83.6,79.89,86.76,1058,"Total","White","Total","35.47203135600046"," -97.52107021399968","40","Oklahoma"
"388",1151,1995,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",25.6,20.77,31.14,"Did not seriously consider attempting suicide",74.4,68.86,79.23,358,"Total","Hispanic or Latino","Total","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"389",1290,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",15.8,12.79,19.31,"Did not seriously consider attempting suicide",84.2,80.69,87.21,901,"Female","White","Total","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"390",1616,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.1,11.99,23.86,"Did not seriously consider attempting suicide",82.9,76.14,88.01,174,"Male","Total","11th","43.682630005000476"," -114.3637300419997","16","Idaho"
"391",2564,1993,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",20.4,16.97,24.42,"Did not seriously consider attempting suicide",79.6,75.58,83.03,353,"Male","White","12th","43.682630005000476"," -114.3637300419997","16","Idaho"
"392",2732,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",14.2,10.9,18.32,"Did not seriously consider attempting suicide",85.8,81.68,89.1,287,"Total","Total","11th","44.353130053000484"," -100.3735306369997","46","South Dakota"
"393",2868,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",15.7,10.26,23.4,"Did not seriously consider attempting suicide",84.3,76.6,89.74,255,"Female","White","12th","37.54268067400045"," -78.45789046299967","51","Virginia"
"394",2877,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",7.8,4.81,12.4,"Did not seriously consider attempting suicide",92.2,87.6,95.19,202,"Male","Hispanic or Latino","12th","28.932040377000476"," -81.92896053899966","12","Florida"
"395",3045,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.1,13.52,21.4,"Did not seriously consider attempting suicide",82.9,78.6,86.48,426,"Total","Total","11th","39.766910452000445"," -86.14996019399968","18","Indiana"
"396",3168,2001,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.2,10.83,26.2,"Did not seriously consider attempting suicide",82.8,73.8,89.17,212,"Female","White","11th","31.827240407000488"," -99.42677020599967","48","Texas"
"397",3410,2009,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",15.7,11.47,21.22,"Did not seriously consider attempting suicide",84.3,78.78,88.53,233,"Female","Total","11th","44.353130053000484"," -100.3735306369997","46","South Dakota"
"398",3776,1993,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",38.6,34.07,43.32,"Did not seriously consider attempting suicide",61.4,56.68,65.93,470,"Female","Total","9th","40.06021014100048"," -82.40426005599966","39","Ohio"
"399",4140,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",14,11.1,17.45,"Did not seriously consider attempting suicide",86,82.55,88.9,440,"Total","Total","10th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"400",4542,1993,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.9,15.41,20.72,"Did not seriously consider attempting suicide",82.1,79.28,84.59,1144,"Male","White","Total","47.06652897200047"," -109.42442064499971","30","Montana"
"401",5703,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",20.7,16.25,26.09,"Did not seriously consider attempting suicide",79.3,73.91,83.75,283,"Female","White","10th","43.23554134300048"," -108.10983035299967","56","Wyoming"
"402",8314,2003,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",21.3,15.34,28.75,"Did not seriously consider attempting suicide",78.7,71.25,84.66,234,"Female","Total","11th","39.493240390000494"," -117.07184056399967","32","Nevada"
"403",8501,1997,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",12.9,5.58,26.9,"Did not seriously consider attempting suicide",87.1,73.1,94.42,105,"Female","Black or African American","12th","32.745510099000455"," -89.53803082499968","28","Mississippi"
"404",9052,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",15.9,8.34,28.19,"Did not seriously consider attempting suicide",84.1,71.81,91.66,313,"Female","White","Total","31.31266064400046"," -92.44568007099969","22","Louisiana"
"405",10740,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",11.9,8.99,15.67,"Did not seriously consider attempting suicide",88.1,84.33,91.01,516,"Male","Native Hawaiian or Other Pacific Islander","Total","21.304850435000446"," -157.85774940299973","15","Hawaii"
"406",10848,2007,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",12.5,8.21,18.59,"Did not seriously consider attempting suicide",87.5,81.41,91.79,346,"Total","White","11th","38.34774030000045"," -98.20078122699965","20","Kansas"
"407",10918,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",22.3,15.65,30.72,"Did not seriously consider attempting suicide",77.7,69.28,84.35,144,"Total","Multiple Race","Total","43.23554134300048"," -108.10983035299967","56","Wyoming"
"408",11228,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",12.2,7.81,18.65,"Did not seriously consider attempting suicide",87.8,81.35,92.19,203,"Female","Black or African American","9th","44.6613195430005"," -84.71439026999968","26","Michigan"
"409",11739,2001,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",16.7,12.39,22.04,"Did not seriously consider attempting suicide",83.3,77.96,87.61,204,"Male","Total","9th","44.353130053000484"," -100.3735306369997","46","South Dakota"
"410",11789,1999,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",23.9,21.02,27,"Did not seriously consider attempting suicide",76.1,73,78.98,1312,"Female","Total","Total","44.6613195430005"," -84.71439026999968","26","Michigan"
"411",12197,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",9.3,5.59,15.17,"Did not seriously consider attempting suicide",90.7,84.83,94.41,176,"Male","Total","12th","32.745510099000455"," -89.53803082499968","28","Mississippi"
"412",13061,2001,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",8.6,5.22,13.75,"Did not seriously consider attempting suicide",91.4,86.25,94.78,200,"Male","White","9th","43.682630005000476"," -114.3637300419997","16","Idaho"
"413",13460,2009,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",16.8,11.69,23.51,"Did not seriously consider attempting suicide",83.2,76.49,88.31,361,"Total","Multiple Race","Total","21.304850435000446"," -157.85774940299973","15","Hawaii"
"414",13651,2003,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",20.1,15.97,24.99,"Did not seriously consider attempting suicide",79.9,75.01,84.03,592,"Female","White","Total","44.353130053000484"," -100.3735306369997","46","South Dakota"
"415",13868,1997,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",18,15.14,21.2,"Did not seriously consider attempting suicide",82,78.8,84.86,851,"Total","Black or African American","9th","33.998821303000454"," -81.04537120699968","45","South Carolina"
"416",14387,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",22.1,14.68,31.98,"Did not seriously consider attempting suicide",77.9,68.02,85.32,202,"Female","White","9th","44.39319117400049"," -89.81637074199966","55","Wisconsin"
"417",14403,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",18.2,14.91,22.07,"Did not seriously consider attempting suicide",81.8,77.93,85.09,492,"Total","Total","9th","43.682630005000476"," -114.3637300419997","16","Idaho"
"418",14590,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",20,14.92,26.27,"Did not seriously consider attempting suicide",80,73.73,85.08,164,"Female","White","9th","35.466220975000454"," -79.15925046299964","37","North Carolina"
"419",14970,2007,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",12.9,10.04,16.51,"Did not seriously consider attempting suicide",87.1,83.49,89.96,553,"Total","Total","11th","39.766910452000445"," -86.14996019399968","18","Indiana"
"420",15333,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",11.4,6.76,18.64,"Did not seriously consider attempting suicide",88.6,81.36,93.24,124,"Male","Multiple Race","Total","28.932040377000476"," -81.92896053899966","12","Florida"
"421",15823,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.7,11.54,26.29,"Did not seriously consider attempting suicide",82.3,73.71,88.46,210,"Female","Total","9th","32.84057112200048"," -86.63186076199969","01","Alabama"
"422",17076,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",11.3,7.94,15.95,"Did not seriously consider attempting suicide",88.7,84.05,92.06,490,"Male","White","9th","47.06652897200047"," -109.42442064499971","30","Montana"
"423",17164,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",12.6,9.88,15.99,"Did not seriously consider attempting suicide",87.4,84.01,90.12,270,"Total","Black or African American","Total","31.827240407000488"," -99.42677020599967","48","Texas"
"424",17346,2009,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",18.7,13.41,25.54,"Did not seriously consider attempting suicide",81.3,74.46,86.59,177,"Male","American Indian or Alaska Native","Total","45.254228894000505"," -68.98503133599962","23","Maine"
"425",17792,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",13.2,7.39,22.37,"Did not seriously consider attempting suicide",86.8,77.63,92.61,118,"Female","White","12th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"426",17901,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",20.9,15.92,26.86,"Did not seriously consider attempting suicide",79.1,73.14,84.08,322,"Female","Total","9th","38.635790776000476"," -92.56630005299968","29","Missouri"
"427",18421,1999,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",19.5,16.19,23.33,"Did not seriously consider attempting suicide",80.5,76.67,83.81,728,"Female","White","Total","43.23554134300048"," -108.10983035299967","56","Wyoming"
"428",18739,1997,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",34.3,27.11,42.27,"Did not seriously consider attempting suicide",65.7,57.73,72.89,249,"Female","White","10th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"429",18790,1999,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",22.1,19.91,24.51,"Did not seriously consider attempting suicide",77.9,75.49,80.09,1004,"Total","Total","10th","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"430",19003,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",7.6,4.68,12.18,"Did not seriously consider attempting suicide",92.4,87.82,95.32,140,"Male","White","11th","44.353130053000484"," -100.3735306369997","46","South Dakota"
"431",19087,1991,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",28.3,23.21,33.93,"Did not seriously consider attempting suicide",71.7,66.07,76.79,176,"Female","White","12th","41.6410409880005"," -99.36572062299967","31","Nebraska"
"432",19772,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",20.1,15.4,25.9,"Did not seriously consider attempting suicide",79.9,74.1,84.6,499,"Total","White","11th","34.52088095200048"," -106.24058098499967","35","New Mexico"
"433",21069,2003,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",13.5,10.7,16.92,"Did not seriously consider attempting suicide",86.5,83.08,89.3,428,"Total","Hispanic or Latino","Total","39.493240390000494"," -117.07184056399967","32","Nevada"
"434",21283,1993,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",23.6,21.04,26.38,"Did not seriously consider attempting suicide",76.4,73.62,78.96,690,"Female","Total","12th","43.62538123900049"," -72.51764079099962","50","Vermont"
"435",21576,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",18.4,13.32,24.86,"Did not seriously consider attempting suicide",81.6,75.14,86.68,162,"Female","White","9th","42.46940091300047"," -93.81649055599968","19","Iowa"
"436",21596,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",15.6,10.54,22.37,"Did not seriously consider attempting suicide",84.4,77.63,89.46,583,"Total","Black or African American","12th","42.82700103200045"," -75.54397042699964","36","New York"
"437",21657,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",25.4,19.47,32.33,"Did not seriously consider attempting suicide",74.6,67.67,80.53,246,"Female","Total","9th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"438",22467,2003,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",18.9,15.96,22.26,"Did not seriously consider attempting suicide",81.1,77.74,84.04,872,"Female","Total","Total","39.766910452000445"," -86.14996019399968","18","Indiana"
"439",23514,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",7.3,2.53,19.13,"Did not seriously consider attempting suicide",92.7,80.87,97.47,190,"Male","Hispanic or Latino","9th","35.466220975000454"," -79.15925046299964","37","North Carolina"
"440",23547,2003,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",13.3,9.2,18.97,"Did not seriously consider attempting suicide",86.7,81.03,90.8,196,"Male","Total","11th","47.47531977900047"," -100.11842104899966","38","North Dakota"
"441",23703,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.9,10.97,27.73,"Did not seriously consider attempting suicide",82.1,72.27,89.03,120,"Total","Multiple Race","Total","39.008830667000495"," -75.57774116799965","10","Delaware"
"442",24470,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",14.9,9.12,23.37,"Did not seriously consider attempting suicide",85.1,76.63,90.88,104,"Total","Hispanic or Latino","10th","41.56266102000046"," -72.64984095199964","09","Connecticut"
"443",25569,2007,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.3,13.4,22,"Did not seriously consider attempting suicide",82.7,78,86.6,627,"Total","Total","9th","35.68094058000048"," -85.77449091399967","47","Tennessee"
"444",26264,2009,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",13.6,8.36,21.34,"Did not seriously consider attempting suicide",86.4,78.66,91.64,112,"Total","Black or African American","11th","39.29058096400047"," -76.60926011099963","24","Maryland"
"445",26550,2001,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.1,12.17,23.38,"Did not seriously consider attempting suicide",82.9,76.62,87.83,167,"Male","White","10th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"446",26773,2001,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",14.4,10.87,18.87,"Did not seriously consider attempting suicide",85.6,81.13,89.13,226,"Male","Total","10th","44.353130053000484"," -100.3735306369997","46","South Dakota"
"447",27685,1995,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",33.8,26.78,41.54,"Did not seriously consider attempting suicide",66.2,58.46,73.22,222,"Female","Total","10th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"448",28624,1995,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",22.7,18.97,27.02,"Did not seriously consider attempting suicide",77.3,72.98,81.03,287,"Male","White","Total","32.745510099000455"," -89.53803082499968","28","Mississippi"
"449",29283,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",11.5,9.26,14.25,"Did not seriously consider attempting suicide",88.5,85.75,90.74,3426,"Total","Total","10th","42.82700103200045"," -75.54397042699964","36","New York"
"450",30160,1997,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",13.5,9.46,18.86,"Did not seriously consider attempting suicide",86.5,81.14,90.54,374,"Male","Total","12th","32.84057112200048"," -86.63186076199969","01","Alabama"
